Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,0.001,5.956416412225374,0.009287300625883304,5.55455032601414,0.023255813953488372
2,0.001,4.989131925025959,0.06557641833232385,4.717311833278242,0.08205709964076385
3,0.001,4.306168840837109,0.14815263476680798,4.256814959537552,0.15390432974097182
4,0.001,3.792220225937915,0.24768826973551383,3.7725907779601684,0.24938551711098506
5,0.001,3.378505005700952,0.3439531597011912,3.5018489217183677,0.3216108905275099
6,0.001,3.0220089285256635,0.4296386028669493,3.1158967449004393,0.4042352051427491
7,0.001,2.712730877159178,0.5110841913991521,2.815434981541461,0.48856116468141425
8,0.001,2.46081830426396,0.5767009892994145,2.612820485988295,0.5392323690678767
9,0.001,2.2727287527202638,0.6310518877448011,2.4620279547679855,0.593685006617508
10,0.001,2.1281545910724375,0.6737330910559257,2.394732532731022,0.5989790130459444
11,0.001,2.0224654714574495,0.7018372703412074,2.287796332175473,0.63471355643789
12,0.001,1.9300943338901806,0.7326872602463154,2.206378925277526,0.6625070901871809
13,0.001,1.8642899580396115,0.7463759337775085,2.167611114950065,0.673662318018529
14,0.001,1.7886836045164163,0.7712497476277004,2.115937280367656,0.6887880506712044
15,0.001,1.7234540882036669,0.7877649909145972,2.1011791229248047,0.6887880506712044
16,0.001,1.6735206867065233,0.8041187159297396,2.0541325750121153,0.7101531480431084
17,0.001,1.633835005205731,0.8171209368059762,2.0333037678017676,0.7137455095481188
18,0.001,1.5932700332129033,0.8295982232990107,1.9610834739294396,0.7413499716392513
19,0.001,1.5486637239924388,0.8428831011508177,1.9567011494234383,0.7381357534505577
20,0.001,1.5191623847305928,0.8522915404805168,1.9618664520332612,0.732274532047646
21,0.001,1.491001379582309,0.8600040379567938,1.9178142590695118,0.7494800529400643
22,0.001,1.4545835660101523,0.8733696749444781,1.9113267631415862,0.7555303460011344
23,0.001,1.4349864545718645,0.8798707853825964,1.9304204274372883,0.7487237663074305
24,0.001,1.40993917358014,0.8881889763779528,1.8862790027296688,0.7625259973529968
25,0.001,1.389590281232691,0.8942055320008075,1.8947207942066422,0.7623369256948384
26,0.001,1.3679404132433948,0.9005451241671714,1.8523449553064553,0.7731140102098696
27,0.001,1.350470002923517,0.9067635776297194,1.864034598132214,0.7710342219701267
28,0.001,1.3306881522023402,0.9142337976983647,1.8789163454469429,0.7612024957458877
29,0.001,1.3177580140357794,0.9135473450434081,1.8332299008426896,0.7742484401588202
30,0.001,1.2990028778095886,0.9229557843731072,1.8266185119927647,0.779731518245415
31,0.001,1.2871386019142408,0.9275186755501716,1.8297301530838013,0.7761391567404046
32,0.001,1.2696598087478361,0.9313951140722794,1.8551947194409657,0.7767063717148799
33,0.001,1.2581932772653663,0.9375731879668887,1.8434670747044575,0.7865380979391189
34,0.001,1.248855007711307,0.9388653341409247,1.8220773073564094,0.7823785214596332
35,0.001,1.2387144938303827,0.9418938017363214,1.792620082935655,0.7946681792399319
36,0.001,1.2244122823079426,0.9479507369271148,1.8227520980030658,0.7869162412554358
37,0.001,1.2170876082831883,0.9476277003836059,1.8086940710803112,0.7876725278880696
38,0.001,1.212724612972841,0.9498889561881688,1.8048275752239917,0.7908867460767631
39,0.001,1.192871602006661,0.9564708257621644,1.8038647691887546,0.7927774626583475
40,0.001,1.1903099040344396,0.9567131031697961,1.775483572339437,0.794290035923615
41,0.001,1.1833436190311915,0.9593377750858065,1.7891021449881863,0.7986386840612593
42,0.001,1.1800139782040617,0.9583686654552797,1.7646361201642506,0.8014747589336358
43,0.001,1.1658777694677507,0.9638602866949324,1.775934103023575,0.8026091888825865
44,0.001,1.1608953959566062,0.9650716737330911,1.7997362312064114,0.7906976744186046
45,0.001,1.1573604918265528,0.9638199071269937,1.76398670816996,0.8048780487804879
46,0.001,1.1541963430646163,0.9662023016353725,1.7797643836722317,0.7997731140102099
47,0.001,1.1414982028093756,0.9710478497880073,1.7694603707416947,0.8046889771223293
48,0.001,1.1396814202769474,0.9712093680597618,1.768013487379235,0.8090376252599736
49,0.001,1.143562428094928,0.970119119725419,1.7685357131153705,0.8054452637549632
50,0.0005,1.1391750472460607,0.9712093680597618,1.766988946730832,0.8044999054641709
