Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,0.001,4.841196044509959,0.13674241033735912,4.253712430105105,0.17947395564724083
2,0.001,3.582603803822692,0.32451084761939725,3.3426285012737735,0.3694344163658243
3,0.001,2.9077244722787206,0.4872802026357329,2.856789528668582,0.4973353962523638
4,0.001,2.5041863123575845,0.6051172864432289,2.549526612837236,0.581915076499914
5,0.001,2.229295213457564,0.6857677765133439,2.3352829905656667,0.6470689358776002
6,0.001,2.0507066761943658,0.7362064535075805,2.2678935789799954,0.6625408286058105
7,0.001,1.9227819974433649,0.7761095407657574,2.178498413536575,0.6831700189100911
8,0.001,1.82795881413518,0.804742850849822,2.1929400648389543,0.680075640364449
9,0.001,1.7430596292858394,0.829778642487427,1.9501845666340418,0.7641395908543923
10,0.001,1.6847791226816848,0.8446459381079989,1.9531394485588913,0.7605294825511432
11,0.001,1.6289321217738406,0.8630740428031276,1.9378166729277306,0.7567474643286918
12,0.001,1.580550063104137,0.8779413384236996,1.9215586886301146,0.765514870208011
13,0.001,1.5478823350069109,0.8895047905730333,1.8543751383875753,0.7902698985731477
14,0.001,1.50511745919644,0.9012884989537829,1.857960112802275,0.7802991232594121
15,0.001,1.4749835427378264,0.9102455856980287,1.840134771315606,0.7895822588963384
16,0.001,1.442870210314021,0.9209647222936016,1.8633885357406113,0.7828777720474471
17,0.001,1.4158718384487528,0.928930655996476,1.848393011879135,0.7876912497851126
18,0.001,1.395322090303394,0.9361991116331999,1.8156057707556001,0.7971462953412412
19,0.001,1.3749594559691882,0.9402004331705884,1.7695868696485246,0.8114148186350353
20,0.001,1.3537295415927546,0.9465511545097464,1.805198806327778,0.7959429259068248
21,0.001,1.3359208025842766,0.951984141551338,1.7980204669983832,0.8009283135636927
22,0.001,1.318830365866003,0.955838625601116,1.7953289295290853,0.8060856111397627
23,0.001,1.3033526657332837,0.9611981938989024,1.7815060897187873,0.8072889805741791
24,0.0005,1.2889412526793322,0.9644286186263353,1.7747530249448924,0.8108990888774282
25,0.0005,1.2167499770580883,0.9830402701809772,1.7259692425256248,0.8256833419288293
26,0.0005,1.1985281599519397,0.987225138577879,1.7141127422615723,0.826542891524841
27,0.0005,1.1869585094317583,0.990859366396241,1.7127313345343202,0.8241361526560083
28,0.0005,1.1798220744155383,0.990859366396241,1.7213030352697267,0.8279181708784596
29,0.0005,1.1751063575207348,0.9919239381814177,1.7319580198644282,0.8225889633831872
30,0.0005,1.171019243802263,0.9926948349913733,1.7179863466011298,0.829637270070483
31,0.0005,1.164428753192436,0.9936125692889395,1.7190251730300568,0.8225889633831872
32,0.00025,1.1593982331069983,0.9948973973055321,1.7287096420487205,0.8231046931407943
33,0.00025,1.1312245704198667,0.9972467971073015,1.6922071792267182,0.8339350180505415
34,0.00025,1.1266528633838528,0.9985683344957967,1.693779665690202,0.8349664775657556
35,0.00025,1.1220624010327835,0.9986050438676994,1.694897390983917,0.8337631081313391
36,0.00025,1.1183422160260554,0.9986050438676994,1.7002379494708972,0.8320440089393158
37,0.00025,1.1168026000681057,0.9986050438676994,1.7087578210201892,0.8317001891009111
38,0.000125,1.1131850730085597,0.9991923938181417,1.7037745347389808,0.8313563692625064
39,0.000125,1.1033562391016964,0.9993025219338497,1.6919560229385293,0.8354822073233625
40,0.000125,1.1011335404825882,0.9996696156528762,1.6957041097211314,0.837717036272993
41,0.000125,1.0990495650980954,0.9997063250247789,1.700131206067054,0.8329035585353275
42,0.000125,1.0977505291571639,0.9997063250247789,1.6974472672074705,0.8349664775657556
43,0.000125,1.0976510302561548,0.9996696156528762,1.6972942345744961,0.8370293965961836
44,6.25e-05,1.0967345534355988,0.9996696156528762,1.6980613791025603,0.8353102974041602
45,6.25e-05,1.0914437555371317,0.9998531625123894,1.6970027809614663,0.837717036272993
46,6.25e-05,1.0902937664672243,0.9997430343966814,1.6971759658593397,0.8373732164345883
47,6.25e-05,1.0891160987352542,0.9998164531404867,1.696473980342949,0.8380608561113976
48,6.25e-05,1.0898457558502055,0.999889871884292,1.69708579320174,0.8394361354650164
49,3.125e-05,1.0893051198950396,0.9997797437685841,1.6980180380108592,0.8361698470001719
50,3.125e-05,1.0865560621722763,0.9998164531404867,1.6962477171814048,0.838748495788207
51,3.125e-05,1.0863042941115832,0.9997430343966814,1.700316112120073,0.8373732164345883
52,3.125e-05,1.0847613061537764,0.999889871884292,1.697407454579741,0.8370293965961836
53,3.125e-05,1.085601399202302,0.9997797437685841,1.697875201702118,0.8363417569193743
54,1.5625e-05,1.084255813992639,0.9998164531404867,1.6996766093013052,0.8373732164345883
55,1.5625e-05,1.084997297172815,0.9999265812561947,1.7027218007779383,0.8372013065153859
56,1.5625e-05,1.0886558123597516,0.9997430343966814,1.698138380443657,0.8373732164345883
57,1.5625e-05,1.0826950406244662,0.999889871884292,1.6973778520311629,0.8368574866769812
58,1.5625e-05,1.0838803744092234,0.9999265812561947,1.6957941828193246,0.8368574866769812
59,7.8125e-06,1.0827223890823938,0.999889871884292,1.704432806470892,0.8378889461921953
60,7.8125e-06,1.0828612463575014,0.9998164531404867,1.6982195161201141,0.8349664775657556
61,7.8125e-06,1.0823494906716504,0.9998531625123894,1.703808299787752,0.8363417569193743
62,7.8125e-06,1.0823039412498474,0.9998531625123894,1.6995077041479258,0.8370293965961836
63,7.8125e-06,1.0868644929827658,0.9997063250247789,1.6994519043754746,0.8382327660305999
64,3.90625e-06,1.08282079998876,0.9999265812561947,1.6963146754673548,0.838748495788207
65,3.90625e-06,1.0831858373024095,0.9998531625123894,1.6981278788912428,0.8380608561113976
66,3.90625e-06,1.0842037021833966,0.9998531625123894,1.7004474932020837,0.8375451263537906
67,3.90625e-06,1.082550371196908,0.999889871884292,1.7018422274799136,0.837717036272993
68,3.90625e-06,1.0817313451722195,0.999889871884292,1.6979633949615143,0.8382327660305999
69,1.953125e-06,1.0817987017788238,0.9999265812561947,1.6990374398755503,0.8353102974041602
70,1.953125e-06,1.083231806755066,0.9997063250247789,1.6999772060048448,0.8370293965961836
71,1.953125e-06,1.0824194385412154,0.999889871884292,1.6998973737706196,0.8361698470001719
72,1.953125e-06,1.080639336310642,0.999889871884292,1.6970498568409091,0.837717036272993
