Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,0.001,5.077512420958756,0.10183179765794208,4.698704557104425,0.11346054667354306
2,0.001,4.31090758552014,0.1427627473293932,4.422615623736119,0.13494928657383531
3,0.001,3.8070726993498107,0.20458132961345032,3.7260783989350874,0.21849750730617157
4,0.001,3.441167055721014,0.2736683675342315,3.7056506328530365,0.2209042461750043
5,0.001,3.2327258754783954,0.32484123196652104,3.329935963337238,0.30771875537218496
6,0.001,3.0955017144691217,0.3570720604970449,3.2132031256025964,0.33711535155578476
7,0.001,2.961539931140595,0.39168899820124076,3.002096508885478,0.3823276603059997
8,0.001,2.8495748339684357,0.42149700818618996,2.9163899460991662,0.40570740931751764
9,0.001,2.730490070553453,0.4521860430968026,2.7594883199576494,0.45332645693656526
10,0.001,2.61620639243596,0.48904225248705996,2.7614653503501807,0.4595152140278494
11,0.001,2.511778560602609,0.5184097500091773,2.6112050132437066,0.4866769812618188
12,0.001,2.4434561813381355,0.5379024264894827,2.7748161678785808,0.4528107271789582
13,0.001,2.359185775121053,0.5617268088543005,2.5428577124417484,0.5239814337287262
14,0.001,2.2812752614558582,0.58474358503726,2.481824157657204,0.5281072717895823
15,0.001,2.2468139179435695,0.5949854997980984,2.420959699284899,0.555440948942754
16,0.001,2.195738568552223,0.6094489923277413,2.3878004210335866,0.5581915076499914
17,0.001,2.1307830082978443,0.6264454315186667,2.3451615211727854,0.5781330582774626
18,0.001,2.092750997050827,0.6389633273374693,2.39962106353634,0.5590510572460031
19,0.001,2.066856218335774,0.6424507176682207,2.251788940403488,0.6018566271273853
20,0.001,2.0207941249502657,0.6613193348261811,2.2128046390774485,0.6183599793708097
21,0.001,1.9801106592858901,0.6739473587606916,2.2020526155010685,0.6193914388860238
22,0.001,1.9539960096699531,0.6845563672405565,2.1845812797546387,0.6333161423414131
23,0.001,1.9231032779518986,0.6890349106126794,2.1577872109937144,0.6463812962007908
24,0.001,1.8774109415605034,0.7070959215887817,2.207449361518189,0.6242049166236892
25,0.001,1.8501353935456613,0.7149884365478507,2.167761424740592,0.6372700704830668
26,0.001,1.8190620407252245,0.7255974450277156,2.1134482746595866,0.6563520715145263
27,0.001,1.7926007265775976,0.7312873976726258,2.075604897934002,0.6644318377170363
28,0.001,1.7646240242210351,0.7417128592929775,2.1030922387982462,0.6582430806257521
29,0.001,1.7330692057878199,0.7543041738555853,2.1355372752462114,0.6501633144232423
30,0.001,1.7090152611195202,0.7613156638889909,2.045070606928605,0.6835138387484958
31,0.001,1.6923386896719954,0.7656840791454058,2.0377711411360857,0.6855767577789238
32,0.001,1.6644094396085247,0.7745310377739437,1.9873105444750943,0.6962351727694688
33,0.001,1.6375931554557013,0.7819096215263757,2.0996048902417277,0.6766374419804023
34,0.001,1.6230417915353192,0.7886641459564627,2.016443086194468,0.6945160735774454
35,0.001,1.606296226452214,0.7940237142542491,1.9682092090229413,0.70293965961836
36,0.001,1.5956118204783944,0.7996035387834514,1.9766716085947478,0.7154890837201306
37,0.001,1.5704481579328367,0.807863147461547,1.971025804241935,0.7089565067904418
38,0.001,1.5582413427146948,0.8134062626188466,2.158977027777787,0.6578992607873474
39,0.001,1.5361323275476555,0.8183253184538013,2.0187567806505893,0.6970947223654805
40,0.0005,1.5237166064445962,0.8212253588341103,2.0030784620033515,0.7080969571944301
41,0.0005,1.3871407055518996,0.8724716420102052,1.856954031593197,0.7478081485301702
42,0.0005,1.3518184006493976,0.8883668000440512,1.8527596186805557,0.754856455217466
43,0.0005,1.335746080103055,0.8953048713336514,1.8799533791594454,0.7502148873990029
44,0.0005,1.3241628870158129,0.8976909805073235,1.898658811391055,0.7478081485301702
45,0.0005,1.3162311281956418,0.899930252193385,1.903696820631132,0.7500429774798005
46,0.0005,1.3036205102580254,0.906464520392056,1.8859596848487854,0.7515901667526216
47,0.00025,1.289545713456024,0.9116038324584267,1.8696827705089862,0.7553721849750731
48,0.00025,1.2291606502353865,0.936713042839837,1.8262873521217933,0.764999140450404
49,0.00025,1.2106904549777788,0.942953636063287,1.8443152570462489,0.7667182396424274
50,0.00025,1.1994305177473685,0.9466979919973569,1.840132828597184,0.7720474471376998
